Project ID,Project Name,Project Approval Fiscal Year,Closing FY,Evaluation Date,Evaluation Type,IEG Outcome Ratings,IEG Bank Performance Ratings,IEG Quality at Entry Ratings,IEG Quality of Supervision Ratings,IEG Monitoring and Evaluation Quality Ratings,Global Practice,Practice Group,Region,Country,Country FCS Status,Country Lending Group,Agreement Type,Lending Instrument,Project Volume
P007029,BIODIVERSITY PROTECTION (GEF),1994,2000,27-06-2002,PPAR,Moderately Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Not Rated,"Environment, Natural Resources & the Blue Economy",SD,Latin America And Caribbean,Ecuador,0,IBRD,GEF,SIL,
P007107,SOCIAL DEVELOPMENT I:  EDUCATION AND TRAINING (EB-PRODEC),1992,2000,14-05-2001,ICRR,Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,Education,HD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIM,>=50 millon & <100 million
P007132,PUB ENT REF (TA),1995,2000,08-08-2000,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P007100,Guayas Flood Control,1991,2000,03-05-2001,ICRR,Satisfactory,Unsatisfactory,Unsatisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIM,>=50 millon & <100 million
P007129,MINING TECHNICAL ASSISTANCE,1994,2001,07-04-2003,PPAR,Moderately Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,Energy & Extractives,INFRA,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P007136,ECUADOR MODERNIZATION OF THE STATE TA,1995,2001,30-04-2002,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P055571,El Nino Emergency Recovery Project,1998,2001,07-08-2001,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Environment, Natural Resources & the Blue Economy",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,ERL,>=50 millon & <100 million
P007105,Irrigation Technical Assitance,1994,2001,08-02-2002,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P007115,Rural Development (PRONADER),1992,2001,27-04-2001,ICRR,Unsatisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=50 millon & <100 million
P007087,SOCIAL DEVELOPMENT II: HEALTH AND NUTRITION (FASBASE),1993,2001,01-05-2002,ICRR,Satisfactory,Highly Satisfactory,Highly Satisfactory,Highly Satisfactory,Not Rated,"Health, Nutrition & Population",HD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIM,>=50 millon & <100 million
P007128,Environmental Management Technical Assistance Project,1996,2002,16-08-2002,ICRR,Moderately Satisfactory,Unsatisfactory,Unsatisfactory,Satisfactory,Not Rated,"Environment, Natural Resources & the Blue Economy",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P040086,Indigenous and Afro-Ecuadorian Peoples Development Project,1998,2003,24-06-2003,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=25 million & <50 million
P040106,Ecuador International Trade and Integration Project,1998,2003,22-03-2004,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P036056,Judicial Reform Project,1997,2003,25-09-2003,ICRR,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,Not Rated,Governance,EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P070337,EC-SAL,2000,2003,23-03-2004,ICRR,Unsatisfactory,Unsatisfactory,Unsatisfactory,Satisfactory,Not Rated,Governance,EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SAL,>=100 million
P064045,EC Fin Sectr TA Ln,2000,2004,01-04-2005,ICRR,Unsatisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,>=10 million & <25 million
P082395,EC-FIRST PROGRAMMATIC HUMAN DEV. REFORM,2003,2004,16-08-2004,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Health, Nutrition & Population",HD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,PSL,>=50 millon & <100 million
P082739,EC FISCAL CONSOLIDATION AND COMPETITIVE GROWTH ADJUSTMENT LOAN,2003,2004,07-05-2004,ICRR,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Not Rated,"Macroeconomics, Trade and Investment",EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,PSL,>=50 millon & <100 million
P007135,Agriculture Census and Information System,1998,2005,30-03-2006,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P007131,Agricultural Research Project,1997,2005,30-03-2006,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P085302,EC Institutional Reform,2004,2006,12-09-2007,ICRR,,Satisfactory,Satisfactory,Satisfactory,Non-Evaluable,Governance,EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P083856,Second Fiscal Consolidation and Competitiveness Growth SAL,2005,2006,11-07-2006,ICRR,,Satisfactory,Satisfactory,,Not Rated,"Macroeconomics, Trade and Investment",EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,PSL,>=100 million
P077257,SECOND INDIGENOUS AND AFROECUADORIAN PEOPLES DEVELOPMENT PROJECT,2004,2006,18-04-2007,ICRR,,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Non-Evaluable,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=25 million & <50 million
P039084,HEALTH SERVICES MODERNIZATION PROJECT (MODERSA),1998,2007,25-01-2008,ICRR,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Health, Nutrition & Population",HD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIM,>=25 million & <50 million
P049924,Rural and Small Towns Water Supply and Sanitation Project (PRAGUAS),2001,2007,28-06-2011,PPAR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Negligible,Water,SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,APL,>=25 million & <50 million
P066752,National System of Protected Areas,2003,2008,27-06-2011,PPAR,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Environment, Natural Resources & the Blue Economy",SD,Latin America And Caribbean,Ecuador,0,IBRD,GEF,SIL,less than 10 million
P088575,Health Insurance Strategy for the Poor Support Project,2006,2008,21-11-2008,ICRR,,Moderately Satisfactory,Moderately Satisfactory,,Non-Evaluable,"Health, Nutrition & Population",HD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,APL,less than 10 million
P039437,Poverty Reduction and Local Rural Development (PROLOCAL),2002,2008,17-07-2008,ICRR,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=25 million & <50 million
P063644,Power and Communications Sectors Modernization and Rural Services Project (PROMEC),2002,2008,06-05-2009,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Negligible,Energy & Extractives,INFRA,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P095555,Rural and Small Towns Water Supply and Sanitation Project  II (PRAGUAS),2007,2009,23-02-2011,ICRR,Highly Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,Water,SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,APL,>=10 million & <25 million
P074218,EC Public Sector Financial Management,2002,2009,15-03-2010,ICRR,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,Governance,EFI,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,TAL,less than 10 million
P056390,Ozone Depleting Substances Phase-out II Project,2001,2010,21-09-2010,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,"Environment, Natural Resources & the Blue Economy",SD,Latin America And Caribbean,Ecuador,0,IBRD,MONT,SIL,less than 10 million
P094784,EC Chimborazo Development Investment Project (PIDD),2008,2014,30-06-2015,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Modest,Water,SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,SIL,>=10 million & <25 million
P143996,EC Manta Public Services Improvement Project,2014,2021,14-03-2022,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Modest,Water,SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,IPF,>=100 million
P157324,Ecuador Risk Mitigation and Emergency Recovery Project,2016,2022,19-09-2022,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,"Urban, Resilience and Land",SD,Latin America And Caribbean,Ecuador,0,IBRD,IBRD,IPF,>=50 millon & <100 million
P004983,NILE DELTA DRAINAGE I,1970,1982,21-06-1982,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=25 million & <50 million
P004986,DFC I (BOA),1973,1983,07-06-1983,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,FIL,
P004992,TELECOMMUNICATION I,1975,1983,30-06-1983,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,>=25 million & <50 million
P004999,DFC II (BOA II),1976,1983,07-06-1983,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,FIL,>=25 million & <50 million
P004991,POPULATION,1974,1983,15-10-1982,PPAR,Unsatisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,
P005003,EDUCATION I,1977,1984,07-05-1984,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=25 million & <50 million
P005006,REGIONAL ELECTRIFICATION,1977,1984,05-06-1984,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=25 million & <50 million
P004985,UPPER EGYPT DRAINAGE,1973,1984,27-06-1984,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=25 million & <50 million
P004995,SUEZ REHABILITATION,1975,1986,01-04-1986,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005011,SUEZ CANAL EXPANSION I,1978,1986,01-04-1986,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P004984,RAILWAYS I,1972,1986,13-03-1986,PPAR,Unsatisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=25 million & <50 million
P004996,RAILWAYS II,1975,1986,13-03-1986,PPAR,Unsatisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=25 million & <50 million
P005015,GULF OF SUEZ GAS,1979,1987,30-06-1987,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005012,URBAN DEVELOPMENT I,1978,1987,19-12-1986,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,>=10 million & <25 million
P004990,COTTON GINNING REHAB. I,1974,1987,12-12-1986,PPAR,Unsatisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,>=10 million & <25 million
P005023,GAS DISTRIBUTION,1980,1987,24-06-1987,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=50 millon & <100 million
P005007,ALEXANDRIA WATER,1977,1987,20-05-1987,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005030,GAS EXPLORATION,1981,1987,26-06-1987,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=25 million & <50 million
P005002,NILE DELTA DRAINAGE II,1977,1988,30-06-1988,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P004998,UPPER EGYPT DRAINAGE II,1976,1988,30-06-1988,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005001,PORT OF ALEXANDRIA,1976,1988,22-06-1988,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=25 million & <50 million
P005008,SOHAG/MINUFIYA AGR.DEV.I,1978,1988,30-06-1988,PPAR,Unsatisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,FIL,>=25 million & <50 million
P005031,HADISOLB REHABILITATION,1981,1991,23-05-1991,PPAR,Unsatisfactory,,,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005042,EL  DIKHEILA REINF.BAR,1983,1991,23-05-1991,PPAR,Satisfactory,,,,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P005004,IRON ORE ENGINEERING,1977,1991,23-05-1991,PPAR,Satisfactory,,,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,TAL,less than 10 million
P005026,THIRD POWER PROJECT,1980,1991,28-06-1991,PPAR,Satisfactory,,,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P005018,POWER GENERATION,1979,1991,28-06-1991,PPAR,Satisfactory,,,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=100 million
P005040,AGROINDUSTRIES II,1983,1994,30-06-1994,PPAR,Moderately Satisfactory,,Highly Unsatisfactory,Unsatisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=50 millon & <100 million
P005020,AGRO-INDUSTRY,1980,1994,30-06-1994,PPAR,Moderately Satisfactory,,Unsatisfactory,Unsatisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,FIL,>=25 million & <50 million
P005028,NEW LAND DEVT,1981,1994,30-06-1994,PPAR,Moderately Satisfactory,,Highly Unsatisfactory,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=50 millon & <100 million
P005039,IRRIG. PUMPING STATIONS,1983,1994,30-06-1994,PPAR,Satisfactory,,Highly Satisfactory,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=25 million & <50 million
P005027,FISH FARMING DEVT.,1981,1994,30-06-1994,PPAR,Unsatisfactory,,Highly Unsatisfactory,Unsatisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=10 million & <25 million
P005044,CONSTR. IND.,1984,1996,28-06-1996,PPAR,Unsatisfactory,,Unsatisfactory,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,FIL,>=25 million & <50 million
P005046,SMI II,1984,1996,28-06-1996,PPAR,Unsatisfactory,,Unsatisfactory,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,FIL,>=50 millon & <100 million
P005045,EXPORT PROMOTION,1984,1996,28-06-1996,PPAR,Unsatisfactory,,Satisfactory,Satisfactory,Not Rated,Other,Other,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,FIL,>=50 millon & <100 million
P005158,EMERGENCY SOCIAL FUN,1991,1997,08-06-1998,ICRR,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,Not Rated,Social Protection & Jobs,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=100 million
P005149,IRRIG./PUMPING,1990,1999,26-02-2004,PPAR,Moderately Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Not Rated,Water,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=25 million & <50 million
P005111,EG-GAS INVESTMENT,1991,1999,15-06-2000,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Energy & Extractives,INFRA,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005140,ENGINEERING & TECHNI,1990,1999,12-08-1999,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Education,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=25 million & <50 million
P057704,PORT SECTOR REFORM,1998,2000,13-07-2000,ICRR,,,Unsatisfactory,,Not Rated,Transport,INFRA,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,LIL,less than 10 million
P005146,NATIONAL DRAINAGE,1992,2001,26-02-2004,PPAR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Water,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P043102,SOCIAL FUND II,1996,2001,28-05-2002,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Social Protection & Jobs,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=100 million
P004981,EG-RED SEA COASTAL,1993,2002,28-05-2003,ICRR,Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,"Environment, Natural Resources & the Blue Economy",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,GEF,SIL,less than 10 million
P005157,AGRICULTURAL MODERNIZATION,1994,2002,22-10-2002,ICRR,Moderately Satisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Not Rated,Agriculture and Food,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P005168,PVT SEC TOURISM INF & ENV,1993,2003,28-05-2003,ICRR,Moderately Unsatisfactory,Unsatisfactory,Highly Unsatisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005152,SCHISTOSOMIASIS CONTROL,1992,2003,25-06-2008,PPAR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,"Health, Nutrition & Population",HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=10 million & <25 million
P005153,MATRUH RESOURCE MANAGEMENT,1993,2003,26-02-2004,PPAR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=10 million & <25 million
P005161,BASIC EDUCATION IMPROVEMENT PROJECT,1993,2004,25-06-2008,PPAR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Modest,Education,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=50 millon & <100 million
P066336,Social Protection Initiatives Project,1999,2005,03-08-2005,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Social Protection & Jobs,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,LIL,less than 10 million
P053832,Egypt - Private Sector and Agriculture Development,1999,2005,29-08-2005,ICRR,Highly Unsatisfactory,Highly Unsatisfactory,Highly Unsatisfactory,Highly Unsatisfactory,Not Rated,Agriculture and Food,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,less than 10 million
P005163,Egypt Population Project,1996,2005,25-06-2008,PPAR,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Modest,"Health, Nutrition & Population",HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=10 million & <25 million
P054958,Egypt Pollution Abatement Project,1998,2005,03-11-2005,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Environment, Natural Resources & the Blue Economy",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=25 million & <50 million
P074075,Second Matruh Resource Management Project,2003,2005,28-07-2006,ICRR,,,Satisfactory,,Not Rated,Agriculture and Food,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,less than 10 million
P052705,EG-SOCIAL FUND III,1999,2006,06-03-2007,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Social Protection & Jobs,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=50 millon & <100 million
P005173,EG Irrigation Improvement,1995,2007,26-09-2007,ICRR,Moderately Satisfactory,Moderately Satisfactory,Unsatisfactory,Satisfactory,Modest,Water,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P005169,Egypt Education Enhancement Project,1997,2007,25-06-2008,PPAR,Moderately Satisfactory,Moderately Satisfactory,Unsatisfactory,Moderately Satisfactory,Not Rated,Education,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,>=50 millon & <100 million
P088877,Financial Sector Development Policy Loan,2006,2007,29-06-2012,PPAR,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Modest,"Finance, Competitiveness and Innovation",EFI,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,DPL,>=100 million
P040858,EG - SOHAG Rural Development,1999,2008,30-06-2009,ICRR,Moderately Satisfactory,Moderately Unsatisfactory,Unsatisfactory,Moderately Satisfactory,Negligible,"Urban, Resilience and Land",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=25 million & <50 million
P041410,Pumping Stations Rehabilitation III,1999,2008,22-05-2008,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Negligible,Water,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIM,>=50 millon & <100 million
P045175,HEALTH SECTOR REFORM,1998,2009,28-01-2011,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Unsatisfactory,Moderately Satisfactory,Modest,"Health, Nutrition & Population",HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIM,>=50 millon & <100 million
P082914,EG-AIRPORTS DEVELOPMENT PROJECT,2004,2009,19-04-2010,ICRR,Highly Satisfactory,Highly Satisfactory,Highly Satisfactory,Highly Satisfactory,Substantial,Transport,INFRA,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P056236,Higher Education Enhancement Project,2002,2009,22-06-2011,PPAR,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Modest,Education,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=50 millon & <100 million
P094551,Financial Sector Development Policy Loan II,2008,2010,29-06-2012,PPAR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,"Finance, Competitiveness and Innovation",EFI,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,DPL,>=100 million
P049702,SKILLS DEVELOPMENT PROJECT,2004,2010,25-03-2011,ICRR,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,Education,HD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,less than 10 million
P049166,EG East Delta Ag. Serv.,1998,2010,22-03-2011,ICRR,Moderately Satisfactory,Moderately Satisfactory,Unsatisfactory,Moderately Satisfactory,Substantial,"Urban, Resilience and Land",SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IDA,SIL,>=10 million & <25 million
P087970,West Delta Water Conservation and Irrigation Rehabilitation Project,2007,2011,24-01-2013,ICRR,,Unsatisfactory,Unsatisfactory,Moderately Satisfactory,Non-Evaluable,Water,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P102807,Avian and Human Influenza Control and Prevention,2007,2011,30-06-2013,ICRR,Unsatisfactory,Highly Unsatisfactory,Highly Unsatisfactory,Unsatisfactory,Negligible,Agriculture and Food,SD,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,RETF,ERL,less than 10 million
P091945,EG-El Tebbin Power,2006,2012,11-12-2013,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Energy & Extractives,INFRA,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,SIL,>=100 million
P120470,Third Financial Sector Development Policy Loan,2010,2012,02-04-2013,ICRR,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,Substantial,"Finance, Competitiveness and Innovation",EFI,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,IBRD,DPL,>=100 million
P050567,KUREIMAT SOLAR THERMAL HYBRID PROJECT,2008,2012,06-06-2013,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,Energy & Extractives,INFRA,Middle East And North Africa,"Egypt, Arab Republic of",0,IBRD,GEF,SIL,>=25 million & <50 million
